locus_tag	ftype	length_bp	gene	EC_number	COG	product
CNBKHAJB_04179	CDS	693				hypothetical protein
CNBKHAJB_04180	CDS	603				hypothetical protein
CNBKHAJB_04181	CDS	966				hypothetical protein
CNBKHAJB_04182	CDS	960	cuyA	4.4.1.25	COG2515	L-cysteate sulfo-lyase
CNBKHAJB_04183	CDS	756	outN			Type II secretion system protein N
CNBKHAJB_04184	CDS	471	epsM		COG3149	Type II secretion system protein M
CNBKHAJB_04185	CDS	1353	epsL		COG3297	Type II secretion system protein L
CNBKHAJB_04186	CDS	1116	xcpX			Type II secretion system protein K
CNBKHAJB_04187	CDS	660	xcpW			Type II secretion system protein J
CNBKHAJB_04188	CDS	384	pulI			Type II secretion system protein I
CNBKHAJB_04189	CDS	621				hypothetical protein
CNBKHAJB_04190	CDS	432	pulG			Type II secretion system core protein G
CNBKHAJB_04191	CDS	1242	epsF		COG1459	Type II secretion system protein F
CNBKHAJB_04192	CDS	1530	epsE	7.4.2.8	COG2804	Type II secretion system ATPase E
CNBKHAJB_04193	CDS	2094	epsD			Secretin GspD
CNBKHAJB_04194	CDS	951	epsC		COG3031	Type II secretion system protein C
CNBKHAJB_04195	CDS	405	hslR		COG1188	Heat shock protein 15
CNBKHAJB_04196	CDS	873	hslO		COG1281	33 kDa chaperonin
CNBKHAJB_04197	CDS	1611	pckA	4.1.1.49	COG1866	Phosphoenolpyruvate carboxykinase (ATP)
CNBKHAJB_04198	CDS	1293	envZ	2.7.13.3	COG2205	Sensor histidine kinase EnvZ
CNBKHAJB_04199	CDS	723	ompR_4		COG0745	DNA-binding dual transcriptional regulator OmpR
CNBKHAJB_04200	CDS	519				hypothetical protein
CNBKHAJB_04201	CDS	477	resA_10			Thiol-disulfide oxidoreductase ResA
CNBKHAJB_04202	CDS	780				hypothetical protein
CNBKHAJB_04203	CDS	513				hypothetical protein
CNBKHAJB_04204	CDS	1179				hypothetical protein
CNBKHAJB_04205	CDS	828	mscS_3		COG0668	Small-conductance mechanosensitive channel
CNBKHAJB_04206	CDS	2529				hypothetical protein
CNBKHAJB_04207	CDS	849				hypothetical protein
CNBKHAJB_04208	CDS	228				hypothetical protein
CNBKHAJB_04209	CDS	750				hypothetical protein
CNBKHAJB_04210	CDS	1113	ydiK		COG0628	Putative transport protein YdiK
CNBKHAJB_04211	CDS	2004		3.2.1.52		Beta-hexosaminidase A
CNBKHAJB_04212	CDS	657	elbB	4.2.1.-	COG3155	Glyoxalase ElbB
CNBKHAJB_04213	CDS	1269	bcr		COG2814	Bicyclomycin resistance protein
CNBKHAJB_04214	CDS	1476	norG			HTH-type transcriptional regulator NorG
CNBKHAJB_04215	CDS	930				hypothetical protein
CNBKHAJB_04216	CDS	969	fbp	3.1.3.11	COG0158	Fructose-1,6-bisphosphatase class 1
CNBKHAJB_04217	CDS	1290				hypothetical protein
CNBKHAJB_04218	CDS	756	rlmB	2.1.1.185	COG0566	23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
CNBKHAJB_04219	CDS	2481	rnr	3.1.13.1	COG0557	Ribonuclease R
CNBKHAJB_04220	CDS	636				hypothetical protein
CNBKHAJB_04221	CDS	1170		3.1.4.-		Cyclic di-GMP phosphodiesterase
CNBKHAJB_04222	CDS	3159	acrF		COG0841	Multidrug export protein AcrF
CNBKHAJB_04223	CDS	1161	mdtA_11			Multidrug resistance protein MdtA
CNBKHAJB_04224	CDS	342	erpA		COG0316	Iron-sulfur cluster insertion protein ErpA
CNBKHAJB_04225	CDS	720				hypothetical protein
CNBKHAJB_04226	CDS	1725	clcB			Voltage-gated ClC-type chloride channel ClcB
CNBKHAJB_04227	CDS	447	hemJ	1.3.99.-	COG1981	Protoporphyrinogen IX oxidase
CNBKHAJB_04228	CDS	351				hypothetical protein
CNBKHAJB_04229	CDS	2109				hypothetical protein
CNBKHAJB_04230	CDS	1014	pyrB	2.1.3.2	COG0540	Aspartate carbamoyltransferase catalytic subunit
CNBKHAJB_04231	CDS	1284	hemL_3	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase
CNBKHAJB_04232	CDS	402				hypothetical protein
CNBKHAJB_04233	CDS	1233	moeA	2.10.1.1	COG0303	Molybdopterin molybdenumtransferase
CNBKHAJB_04234	CDS	972	moaA	4.1.99.22	COG2896	GTP 3',8-cyclase
CNBKHAJB_04235	CDS	657	mobA	2.7.7.77		Molybdenum cofactor guanylyltransferase
CNBKHAJB_04236	CDS	543	moaB		COG0521	Molybdenum cofactor biosynthesis protein B
CNBKHAJB_04237	CDS	528	moaC	4.6.1.17	COG0315	Cyclic pyranopterin monophosphate synthase
CNBKHAJB_04238	CDS	249	moaD		COG1977	Molybdopterin synthase sulfur carrier subunit
CNBKHAJB_04239	CDS	471	moaE	2.8.1.12	COG0314	Molybdopterin synthase catalytic subunit
CNBKHAJB_04240	CDS	876				hypothetical protein
CNBKHAJB_04241	CDS	705	modB		COG4149	Molybdenum transport system permease protein ModB
CNBKHAJB_04242	CDS	1143	cysA	7.3.2.3	COG1118	Sulfate/thiosulfate import ATP-binding protein CysA
CNBKHAJB_04243	CDS	750	thiF	2.7.7.73	COG0476	Sulfur carrier protein ThiS adenylyltransferase
CNBKHAJB_04244	CDS	543				hypothetical protein
CNBKHAJB_04245	CDS	2160	ptrB_2	3.4.21.83	COG1770	Protease 2
CNBKHAJB_04246	CDS	741				hypothetical protein
CNBKHAJB_04247	CDS	1395	srpC			Solvent efflux pump outer membrane protein SrpC
CNBKHAJB_04248	CDS	1329	bepF_2			Efflux pump periplasmic linker BepF
CNBKHAJB_04249	CDS	3126	bepE_5			Efflux pump membrane transporter BepE
CNBKHAJB_04250	tRNA	76				tRNA-His(gtg)
CNBKHAJB_04251	tRNA	77				tRNA-Pro(tgg)
CNBKHAJB_04252	CDS	528				hypothetical protein
CNBKHAJB_04253	tRNA	77				tRNA-Pro(tgg)
CNBKHAJB_04254	CDS	480				hypothetical protein
CNBKHAJB_04255	CDS	2289				hypothetical protein
CNBKHAJB_04256	CDS	876	rhaS_4			HTH-type transcriptional activator RhaS
CNBKHAJB_04257	CDS	864				hypothetical protein
CNBKHAJB_04258	CDS	219				hypothetical protein
CNBKHAJB_04259	CDS	960	dsdC_2		COG0583	HTH-type transcriptional regulator DsdC
CNBKHAJB_04260	CDS	1332	dsdA	4.3.1.18	COG3048	D-serine dehydratase
CNBKHAJB_04261	CDS	1200	lhgD	1.1.5.13	COG0579	L-2-hydroxyglutarate dehydrogenase
CNBKHAJB_04262	CDS	963	glaH	1.14.11.64		Glutarate 2-hydroxylase
CNBKHAJB_04263	CDS	882	cynR_2		COG0583	HTH-type transcriptional regulator CynR
CNBKHAJB_04264	CDS	1356	spuC_3	2.6.1.113		Putrescine--pyruvate aminotransferase
CNBKHAJB_04265	CDS	1287	davT_2	2.6.1.48		5-aminovalerate aminotransferase DavT
CNBKHAJB_04266	CDS	1485	davD	1.2.1.-		Glutarate-semialdehyde dehydrogenase
CNBKHAJB_04267	CDS	924				hypothetical protein
CNBKHAJB_04268	CDS	1185	mmgC_3	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
CNBKHAJB_04269	CDS	1173	caiB	2.8.3.-	COG1804	Succinate--glutarate CoA-transferase
CNBKHAJB_04270	CDS	1419	ald_3	1.2.1.83		3-succinoylsemialdehyde-pyridine dehydrogenase
CNBKHAJB_04271	CDS	1086	spuD_2			Putrescine-binding periplasmic protein SpuD
CNBKHAJB_04272	CDS	1131	potG	7.6.2.16	COG3842	Putrescine transport ATP-binding protein PotG
CNBKHAJB_04273	CDS	954	potH		COG1176	Putrescine transport system permease protein PotH
CNBKHAJB_04274	CDS	804	potI		COG1177	Putrescine transport system permease protein PotI
CNBKHAJB_04275	CDS	2106	tlpQ_2			Methyl-accepting chemotaxis protein TlpQ
CNBKHAJB_04276	CDS	1284	puuB_4	1.4.3.-	COG0665	Gamma-glutamylputrescine oxidoreductase
CNBKHAJB_04277	CDS	1371	puuA	6.3.1.11	COG0174	Gamma-glutamylputrescine synthetase PuuA
CNBKHAJB_04278	CDS	768	puuD	3.5.1.94	COG2071	Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD
CNBKHAJB_04279	CDS	588	puuR_3		COG1396	HTH-type transcriptional regulator PuuR
CNBKHAJB_04280	CDS	666				hypothetical protein
CNBKHAJB_04281	CDS	3045				hypothetical protein
CNBKHAJB_04282	CDS	801				hypothetical protein
CNBKHAJB_04283	CDS	405				hypothetical protein
CNBKHAJB_04284	CDS	2835				hypothetical protein
CNBKHAJB_04285	CDS	687				putative protein
CNBKHAJB_04286	CDS	1479	lutB		COG1139	Lactate utilization protein B
CNBKHAJB_04287	CDS	786	lutA		COG0247	Lactate utilization protein A
CNBKHAJB_04288	CDS	1695	lutP		COG1620	L-lactate permease
CNBKHAJB_04289	CDS	189				hypothetical protein
CNBKHAJB_04290	CDS	903	aaeR_4		COG0583	HTH-type transcriptional activator AaeR
CNBKHAJB_04291	CDS	1602				hypothetical protein
CNBKHAJB_04292	CDS	450				hypothetical protein
CNBKHAJB_04293	CDS	819				hypothetical protein
CNBKHAJB_04294	CDS	1599				Bacteriohemerythrin
CNBKHAJB_04295	CDS	2049				hypothetical protein
CNBKHAJB_04296	CDS	783				hypothetical protein
CNBKHAJB_04297	CDS	990				hypothetical protein
CNBKHAJB_04298	CDS	891	yeiE		COG0583	putative HTH-type transcriptional regulator YeiE
CNBKHAJB_04299	CDS	2511				hypothetical protein
CNBKHAJB_04300	CDS	693	yknY_6	7.6.2.-	COG1136	putative ABC transporter ATP-binding protein YknY
CNBKHAJB_04301	CDS	1311	mdtA_12			Multidrug resistance protein MdtA
CNBKHAJB_04302	CDS	1452	zraR_4		COG2204	Transcriptional regulatory protein ZraR
CNBKHAJB_04303	CDS	1389	sasA_16	2.7.13.3		Adaptive-response sensory-kinase SasA
CNBKHAJB_04304	CDS	981				hypothetical protein
CNBKHAJB_04305	CDS	516				hypothetical protein
CNBKHAJB_04306	CDS	414				hypothetical protein
CNBKHAJB_04307	CDS	891			COG1090	Epimerase family protein
CNBKHAJB_04308	CDS	1902	mcpA_2		COG0840	Methyl-accepting chemotaxis protein McpA
CNBKHAJB_04309	CDS	354				hypothetical protein
CNBKHAJB_04310	CDS	183	ynbE			Outer membrane lipoprotein YnbE
CNBKHAJB_04311	CDS	2649				hypothetical protein
CNBKHAJB_04312	CDS	726				hypothetical protein
CNBKHAJB_04313	CDS	1572	ahpF	1.8.1.-		Alkyl hydroperoxide reductase subunit F
CNBKHAJB_04314	CDS	570	ahpC_2	1.11.1.26		Alkyl hydroperoxide reductase C
CNBKHAJB_04315	CDS	900	oxyR_2		COG0583	DNA-binding transcriptional dual regulator OxyR
CNBKHAJB_04316	CDS	681	rhtB		COG1280	Homoserine/homoserine lactone efflux protein
CNBKHAJB_04317	CDS	99				hypothetical protein
CNBKHAJB_04318	CDS	126				hypothetical protein
CNBKHAJB_04319	CDS	1047	iaaA	3.4.19.5		Isoaspartyl peptidase
CNBKHAJB_04320	CDS	1482				hypothetical protein
CNBKHAJB_04321	CDS	192				hypothetical protein
CNBKHAJB_04322	CDS	1191	anmK	2.7.1.170	COG2377	Anhydro-N-acetylmuramic acid kinase
CNBKHAJB_04323	CDS	1497	shyC	3.4.24.-	COG0739	Peptidoglycan DD-endopeptidase ShyC
CNBKHAJB_04324	CDS	1200	tyrS	6.1.1.1		Tyrosine--tRNA ligase
CNBKHAJB_04325	CDS	1395				hypothetical protein
CNBKHAJB_04326	CDS	1002	glsA1	3.5.1.2	COG2066	Glutaminase 1
CNBKHAJB_04327	CDS	429				hypothetical protein
CNBKHAJB_04328	CDS	2190				hypothetical protein
CNBKHAJB_04329	CDS	1902	nosZ	1.7.2.4	COG4263	Nitrous-oxide reductase
CNBKHAJB_04330	CDS	1374	nosD			putative ABC transporter binding protein NosD
CNBKHAJB_04331	CDS	915	nosF			putative ABC transporter ATP-binding protein NosF
CNBKHAJB_04332	CDS	819	nosY		COG1277	putative ABC transporter permease protein NosY
CNBKHAJB_04333	CDS	504	nosL			Copper-binding lipoprotein NosL
CNBKHAJB_04334	CDS	891				hypothetical protein
CNBKHAJB_04335	CDS	558				hypothetical protein
CNBKHAJB_04336	CDS	324				hypothetical protein
CNBKHAJB_04337	CDS	627				hypothetical protein
CNBKHAJB_04338	CDS	660				hypothetical protein
CNBKHAJB_04339	CDS	966	cbiB			Cobalamin biosynthesis protein CbiB
CNBKHAJB_04340	CDS	732	mtnN	3.2.2.9	COG0775	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
CNBKHAJB_04341	CDS	750	coaX	2.7.1.33		Type III pantothenate kinase
CNBKHAJB_04342	CDS	1002	birA	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
CNBKHAJB_04343	CDS	1113	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
CNBKHAJB_04344	CDS	657		1.6.99.-		Major NAD(P)H-flavin oxidoreductase
CNBKHAJB_04345	CDS	984	acuI	1.3.1.84	COG0604	Acrylyl-CoA reductase AcuI
CNBKHAJB_04346	CDS	624	acuR		COG1309	Transcriptional regulator AcuR
CNBKHAJB_04347	CDS	339				hypothetical protein
CNBKHAJB_04348	CDS	663	pspA_3		COG1842	Phage shock protein A
CNBKHAJB_04349	CDS	231				hypothetical protein
CNBKHAJB_04350	CDS	357				hypothetical protein
CNBKHAJB_04351	CDS	738	paaF_3	4.2.1.17	COG1024	2,3-dehydroadipyl-CoA hydratase
CNBKHAJB_04352	CDS	444				hypothetical protein
CNBKHAJB_04353	CDS	993				hypothetical protein
CNBKHAJB_04354	CDS	756				hypothetical protein
CNBKHAJB_04355	CDS	654	mltF_4			Membrane-bound lytic murein transglycosylase F
CNBKHAJB_04356	CDS	1839	cysJ	1.8.1.2	COG0369	Sulfite reductase [NADPH] flavoprotein alpha-component
CNBKHAJB_04357	CDS	1755	cysI	1.8.1.2	COG0155	Sulfite reductase [NADPH] hemoprotein beta-component
CNBKHAJB_04358	CDS	762	cysH	1.8.4.8	COG0175	Phosphoadenosine 5'-phosphosulfate reductase
CNBKHAJB_04359	CDS	1104				hypothetical protein
CNBKHAJB_04360	CDS	978	epmA	6.3.2.-	COG2269	Elongation factor P--(R)-beta-lysine ligase
CNBKHAJB_04361	CDS	1185	tufB_1	3.6.5.3	COG0050	Elongation factor Tu 2
CNBKHAJB_04362	CDS	2100	fusA1			elongation factor G FusA1
CNBKHAJB_04363	CDS	471	rpsG			Small ribosomal subunit protein uS7
CNBKHAJB_04364	CDS	375	rpsL		COG0048	Small ribosomal subunit protein uS12
CNBKHAJB_04365	CDS	4221	rpoC	2.7.7.6		DNA-directed RNA polymerase subunit beta'
CNBKHAJB_04366	CDS	4029	rpoB			DNA-directed RNA polymerase subunit beta RpoB
CNBKHAJB_04367	CDS	360	rplL		COG0222	Large ribosomal subunit protein bL12
CNBKHAJB_04368	CDS	495	rplJ		COG0244	Large ribosomal subunit protein uL10
CNBKHAJB_04369	CDS	699	rplA		COG0081	Large ribosomal subunit protein uL1
CNBKHAJB_04370	CDS	429	rplK		COG0080	Large ribosomal subunit protein uL11
CNBKHAJB_04371	CDS	1104	pal_5			Peptidoglycan-associated lipoprotein
CNBKHAJB_04372	CDS	816				hypothetical protein
CNBKHAJB_04373	CDS	1821				hypothetical protein
CNBKHAJB_04374	CDS	603	nusG		COG0250	Transcription termination/antitermination protein NusG
CNBKHAJB_04375	CDS	381	secE		COG0690	Protein translocase subunit SecE
CNBKHAJB_04376	tRNA	77				tRNA-Trp(cca)
CNBKHAJB_04377	CDS	1185	tufB_2	3.6.5.3	COG0050	Elongation factor Tu 2
CNBKHAJB_04378	tRNA	76				tRNA-Thr(ggt)
CNBKHAJB_04379	tRNA	74				tRNA-Gly(tcc)
CNBKHAJB_04380	tRNA	85				tRNA-Tyr(gta)
CNBKHAJB_04381	tRNA	76				tRNA-Thr(tgt)
CNBKHAJB_04382	CDS	684				hypothetical protein
CNBKHAJB_04383	CDS	645				hypothetical protein
CNBKHAJB_04384	CDS	879		2.7.7.65	COG2199	Diguanylate cyclase
CNBKHAJB_04385	CDS	1038	rhaR_3			HTH-type transcriptional activator RhaR
CNBKHAJB_04386	CDS	1896	fabY_2	2.3.1.180		Beta-ketoacyl-[acyl-carrier-protein] synthase FabY
CNBKHAJB_04387	CDS	858				hypothetical protein
CNBKHAJB_04388	CDS	2994				hypothetical protein
CNBKHAJB_04389	CDS	1950	topB	5.6.2.1	COG0550	DNA topoisomerase 3
CNBKHAJB_04390	CDS	423				hypothetical protein
CNBKHAJB_04391	CDS	486				hypothetical protein
CNBKHAJB_04392	CDS	873				hypothetical protein
CNBKHAJB_04393	CDS	2088	dpp5_2	3.4.14.-	COG0823	Dipeptidyl-peptidase 5
CNBKHAJB_04394	CDS	894				hypothetical protein
CNBKHAJB_04395	CDS	1026	trhO	1.14.-.-		tRNA uridine(34) hydroxylase
CNBKHAJB_04396	CDS	2592	acnB_1	4.2.1.3		Aconitate hydratase B
CNBKHAJB_04397	CDS	2808	acnB_2	4.2.1.3	COG1049	Aconitate hydratase B
CNBKHAJB_04398	CDS	378				hypothetical protein
CNBKHAJB_04399	CDS	1050				hypothetical protein
CNBKHAJB_04400	CDS	1434	lpdA	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
CNBKHAJB_04401	CDS	1650	aceF	2.3.1.12	COG0508	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
CNBKHAJB_04402	CDS	2682	aceE	1.2.4.1	COG2609	Pyruvate dehydrogenase E1 component
CNBKHAJB_04403	CDS	792	pdhR		COG2186	Pyruvate dehydrogenase complex repressor
CNBKHAJB_04404	CDS	936	ampE		COG3725	Protein AmpE
CNBKHAJB_04405	CDS	570	ampD	3.5.1.28		1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD
CNBKHAJB_04406	CDS	522				hypothetical protein
CNBKHAJB_04407	CDS	897	nadC	2.4.2.19		Nicotinate-nucleotide pyrophosphorylase [carboxylating]
CNBKHAJB_04408	CDS	1278				hypothetical protein
CNBKHAJB_04409	CDS	549				hypothetical protein
CNBKHAJB_04410	CDS	2187				hypothetical protein
CNBKHAJB_04411	CDS	555	msrA2	1.8.4.11		Peptide methionine sulfoxide reductase MsrA 2
CNBKHAJB_04412	CDS	1269	regB	2.7.13.3	COG2205	Sensor histidine kinase RegB
CNBKHAJB_04413	CDS	561	regA		COG4567	Photosynthetic apparatus regulatory protein RegA
CNBKHAJB_04414	CDS	1113				hypothetical protein
CNBKHAJB_04415	CDS	219				hypothetical protein
CNBKHAJB_04416	CDS	174	rmf_2		COG3130	Ribosome modulation factor
CNBKHAJB_04417	CDS	1371	hemN	1.3.98.3	COG0635	Oxygen-independent coproporphyrinogen III oxidase
CNBKHAJB_04418	CDS	489				hypothetical protein
CNBKHAJB_04419	CDS	627	yihI			Der GTPase-activating protein YihI
CNBKHAJB_04420	CDS	258				hypothetical protein
CNBKHAJB_04421	CDS	858	tesB	3.1.2.20	COG1946	Acyl-CoA thioesterase 2
CNBKHAJB_04422	CDS	552				hypothetical protein
CNBKHAJB_04423	CDS	1254	ybdG		COG0668	Mechanosensing system component YbdG
CNBKHAJB_04424	CDS	912	yihG	2.3.1.51	COG0204	1-acylglycerol-3-phosphate O-acyltransferase YihG
CNBKHAJB_04425	CDS	1098	proB	2.7.2.11	COG0263	Glutamate 5-kinase
CNBKHAJB_04426	CDS	1257	proA	1.2.1.41		Gamma-glutamyl phosphate reductase
CNBKHAJB_04427	CDS	399				hypothetical protein
CNBKHAJB_04428	CDS	1362	hscA_2			Chaperone protein HscA
CNBKHAJB_04429	CDS	459				hypothetical protein
CNBKHAJB_04430	CDS	978			COG0330	putative protein
CNBKHAJB_04431	CDS	315	ppnP	2.4.2.1	COG3123	Pyrimidine/purine nucleoside phosphorylase
CNBKHAJB_04432	CDS	1482	ilvC	1.1.1.86		Ketol-acid reductoisomerase (NADP(+))
CNBKHAJB_04433	CDS	879	gltC_3		COG0583	Transcriptional dual regulator GltC
CNBKHAJB_04434	CDS	1530	comM		COG0606	Competence protein ComM
CNBKHAJB_04435	CDS	1665	ilvG	2.2.1.6		Acetolactate synthase isozyme 2 large subunit
CNBKHAJB_04436	CDS	279	ilvM	2.2.1.6	COG3978	Acetolactate synthase isozyme 2 small subunit
CNBKHAJB_04437	CDS	927	ilvE	2.6.1.42		Branched-chain-amino-acid aminotransferase
CNBKHAJB_04438	CDS	1863	ilvD_2	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
CNBKHAJB_04439	CDS	1569	ilvA	4.3.1.19	COG1171	L-threonine dehydratase biosynthetic IlvA
CNBKHAJB_04440	CDS	423				hypothetical protein
CNBKHAJB_04441	CDS	666	algU_2			RNA polymerase sigma-H factor
CNBKHAJB_04442	CDS	1173				hypothetical protein
CNBKHAJB_04443	CDS	1257				IS110 family transposase ISCps5
CNBKHAJB_04444	CDS	753				hypothetical protein
CNBKHAJB_04445	CDS	438				hypothetical protein
CNBKHAJB_04446	CDS	1491				hypothetical protein
CNBKHAJB_04447	CDS	1590				hypothetical protein
CNBKHAJB_04448	CDS	3159	silA			Cu(+)/Ag(+) efflux RND transporter permease subunit SilA
CNBKHAJB_04449	CDS	876				hypothetical protein
CNBKHAJB_04450	CDS	582				hypothetical protein
CNBKHAJB_04451	CDS	540				hypothetical protein
CNBKHAJB_04452	CDS	699				hypothetical protein
CNBKHAJB_04453	CDS	1485				hypothetical protein
CNBKHAJB_04454	CDS	2391	xdhA	1.17.1.4	COG1529	Putative xanthine dehydrogenase molybdenum-binding subunit XdhA
CNBKHAJB_04455	CDS	897				hypothetical protein
CNBKHAJB_04456	CDS	1368	allB	3.5.2.5	COG0044	Allantoinase
CNBKHAJB_04457	CDS	1068	alc	3.5.3.4		allantoicase
CNBKHAJB_04458	CDS	510	uao			Uric acid degradation bifunctional protein
CNBKHAJB_04459	CDS	342	hiuH	3.5.2.17	COG2351	5-hydroxyisourate hydrolase
CNBKHAJB_04460	CDS	513	allA	4.3.2.3	COG3194	Ureidoglycolate lyase
CNBKHAJB_04461	CDS	1350	guaD	3.5.4.3	COG0402	Guanine deaminase
CNBKHAJB_04462	CDS	1206				hypothetical protein
CNBKHAJB_04463	CDS	2190	glcB_2	2.3.3.9		Malate synthase G
CNBKHAJB_04464	CDS	627	rutR_2		COG1309	HTH-type transcriptional regulator RutR
CNBKHAJB_04465	CDS	426				hypothetical protein
CNBKHAJB_04466	CDS	1122	pucG_2	2.6.1.112	COG0075	(S)-ureidoglycine--glyoxylate transaminase
CNBKHAJB_04467	CDS	828				hypothetical protein
CNBKHAJB_04468	CDS	1248	maeB_3	1.1.1.40	COG0281	NADP-dependent malic enzyme
CNBKHAJB_04469	CDS	117				hypothetical protein
CNBKHAJB_04470	CDS	438				hypothetical protein
CNBKHAJB_04471	CDS	1185				hypothetical protein
CNBKHAJB_04472	CDS	561				hypothetical protein
CNBKHAJB_04473	CDS	420				hypothetical protein
CNBKHAJB_04474	CDS	1038	bhcD	1.4.1.-	COG2423	Iminosuccinate reductase
CNBKHAJB_04475	CDS	1149	bhcC	4.1.3.41	COG3616	3-hydroxy-D-aspartate aldolase
CNBKHAJB_04476	CDS	978	bhcB	4.2.1.-	COG1171	beta-hydroxyaspartate dehydratase
CNBKHAJB_04477	CDS	789	yiaJ		COG1414	DNA-binding transcriptional repressor YiaJ
CNBKHAJB_04478	CDS	432	efgA			Formaldehyde-sensing protein EfgA
CNBKHAJB_04479	CDS	687				hypothetical protein
CNBKHAJB_04480	CDS	957	tmoX		COG2113	Trimethylamine N-oxide-binding protein
CNBKHAJB_04481	CDS	1188				hypothetical protein
CNBKHAJB_04482	CDS	468				hypothetical protein
CNBKHAJB_04483	CDS	822				hypothetical protein
CNBKHAJB_04484	CDS	894				hypothetical protein
CNBKHAJB_04485	CDS	255				hypothetical protein
CNBKHAJB_04486	CDS	246				hypothetical protein
CNBKHAJB_04487	CDS	747				hypothetical protein
CNBKHAJB_04488	CDS	555				hypothetical protein
CNBKHAJB_04489	CDS	684	yiiM		COG2258	Protein YiiM
CNBKHAJB_04490	CDS	831				hypothetical protein
CNBKHAJB_04491	CDS	723				hypothetical protein
CNBKHAJB_04492	CDS	819	nimR_2		COG2207	HTH-type transcriptional regulator NimR
CNBKHAJB_04493	CDS	1212				hypothetical protein
CNBKHAJB_04494	CDS	1191	dpaL	4.3.1.15		Diaminopropionate ammonia-lyase
CNBKHAJB_04495	CDS	897				hypothetical protein
CNBKHAJB_04496	CDS	1182		3.4.-.-		putative peptidase
CNBKHAJB_04497	CDS	1347	uehC		COG1593	Ectoine/5-hydroxyectoine TRAP transporter large permease protein UehC
CNBKHAJB_04498	CDS	528	teaB		COG3090	Ectoine TRAP transporter small permease protein TeaB
CNBKHAJB_04499	CDS	1041	teaA		COG1638	Ectoine-binding periplasmic protein TeaA
CNBKHAJB_04500	CDS	1161	hipO	3.5.1.32	COG1473	Hippurate hydrolase
CNBKHAJB_04501	CDS	807	maiA	5.2.1.1		Maleate isomerase
CNBKHAJB_04502	CDS	489	aldR_2		COG1522	HTH-type transcriptional regulator AldR
CNBKHAJB_04503	CDS	978	smoB	1.1.1.432	COG4989	6-dehydroglucose reductase
CNBKHAJB_04504	CDS	876	pgrR		COG0583	HTH-type transcriptional regulator PgrR
CNBKHAJB_04505	CDS	474				hypothetical protein
CNBKHAJB_04506	CDS	795				hypothetical protein
CNBKHAJB_04507	CDS	357				hypothetical protein
CNBKHAJB_04508	CDS	1845	sasA_17	2.7.13.3		Adaptive-response sensory-kinase SasA
CNBKHAJB_04509	CDS	630	rssB_3			Regulator of RpoS
CNBKHAJB_04510	CDS	1536	aer_3			Methyl-accepting chemotaxis protein Aer
CNBKHAJB_04511	CDS	2607				hypothetical protein
CNBKHAJB_04512	CDS	1245	msrP_2	1.8.5.-		Protein-methionine-sulfoxide reductase catalytic subunit MsrP
CNBKHAJB_04513	CDS	690				hypothetical protein
CNBKHAJB_04514	CDS	1860	ggt_2	3.4.19.13	COG0405	Glutathione hydrolase proenzyme
CNBKHAJB_04515	CDS	471				hypothetical protein
CNBKHAJB_04516	CDS	972				hypothetical protein
CNBKHAJB_04517	CDS	1041	ousW		COG4176	Glycine betaine/choline transport system permease protein OusW
CNBKHAJB_04518	CDS	1056	opuAA	7.6.2.9	COG0517	Glycine betaine transport ATP-binding protein OpuAA
CNBKHAJB_04519	CDS	900	crgA_9			HTH-type transcriptional regulator CrgA
CNBKHAJB_04520	CDS	720		1.-.-.-		putative oxidoreductase
CNBKHAJB_04521	CDS	678				hypothetical protein
CNBKHAJB_04522	CDS	2190				hypothetical protein
CNBKHAJB_04523	CDS	1833	glmS	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
CNBKHAJB_04524	CDS	765	srlR		COG1349	Glucitol operon repressor
CNBKHAJB_04525	CDS	1386	glmU_2			Bifunctional protein GlmU
CNBKHAJB_04526	CDS	2718	nasA	1.7.-.-	COG0243	Nitrate reductase
CNBKHAJB_04527	CDS	357	nirD	1.7.1.15	COG2146	Nitrite reductase (NADH) small subunit
CNBKHAJB_04528	CDS	2601	nasD	1.7.1.4	COG1251	Nitrite reductase [NAD(P)H]
CNBKHAJB_04529	CDS	2766				hypothetical protein
CNBKHAJB_04530	CDS	1833	pknD_5	2.7.11.1		Serine/threonine-protein kinase PknD
CNBKHAJB_04531	CDS	1482	nrtP		COG2223	Nitrate/nitrite transporter NrtP
